vmstat_r,vmstat_b,vmstat_swpd,vmstat_free,vmstat_buff,vmstat_cache,vmstat_si,vmstat_so,vmstat_bi,vmstat_bo,vmstat_in,vmstat_cs,vmstat_us,vmstat_sy,vmstat_id,vmstat_wa,vmstat_st,timestamp,iostat_disk_device,iostat_tps,iostat_kB_read/s,iostat_kB_wrtn/s,iostat_kB_read,iostat_kB_wrtn
0,0,4864,1045556,975444,2976412,0,0,0,500,1960,2101,6,4,90,0,0,1636451233,sdb,0.0,0.0,0.0,0,0
0,0,4864,1045052,975444,2977508,0,0,0,608,3403,3816,8,6,87,0,0,1636451234,sdb,0.0,0.0,0.0,0,0
0,0,4864,1045460,975444,2977404,0,0,0,456,2117,2404,6,5,90,0,0,1636451235,sdb,0.0,0.0,0.0,0,0
0,0,4864,1044796,975452,2977164,0,0,0,1736,4073,5044,11,6,83,1,0,1636451236,sdb,3.0,0.0,64.0,0,64
1,0,4864,1045172,975452,2976656,0,0,0,608,1820,1759,5,3,92,0,0,1636451237,sdb,0.0,0.0,0.0,0,0
0,0,4864,1045584,975460,2976520,0,0,0,844,2967,3605,8,4,88,0,0,1636451238,sdb,0.0,0.0,0.0,0,0
0,0,4864,1045268,975460,2976524,0,0,0,304,2091,2434,7,5,88,0,0,1636451239,sdb,0.0,0.0,0.0,0,0
2,0,4864,1045140,975460,2976584,0,0,0,152,2124,2589,8,5,87,0,0,1636451240,sdb,0.0,0.0,0.0,0,0
1,0,4864,1045044,975468,2976856,0,0,0,1544,3172,3946,10,6,83,1,0,1636451241,sdb,2.0,0.0,24.0,0,24
0,0,4864,1045484,975468,2976516,0,0,0,152,3665,3704,6,5,89,0,0,1636451242,sdb,0.0,0.0,0.0,0,0
1,0,4864,1045384,975480,2976456,0,0,0,668,2216,2259,6,4,90,0,0,1636451243,sdb,0.0,0.0,0.0,0,0
0,0,4864,1045256,975480,2976520,0,0,0,608,3440,3998,9,5,86,0,0,1636451244,sdb,0.0,0.0,0.0,0,0
2,0,4864,1045164,975480,2976876,0,0,0,760,1902,2238,6,4,91,0,0,1636451245,sdb,0.0,0.0,0.0,0,0
0,0,4864,1045224,975488,2977044,0,0,0,468,3990,5416,11,7,81,1,0,1636451246,sdb,2.0,0.0,12.0,0,12
0,0,4864,1045948,975488,2976488,0,0,0,0,1743,1796,4,4,92,0,0,1636451247,sdb,0.0,0.0,0.0,0,0
0,0,4864,1045916,975500,2976536,0,0,0,664,2105,2487,7,4,90,0,0,1636451248,sdb,0.0,0.0,0.0,0,0
0,0,4864,1045948,975500,2976540,0,0,0,760,2360,2420,8,5,87,0,0,1636451249,sdb,0.0,0.0,0.0,0,0
1,0,4864,1045160,975500,2977064,0,0,0,304,3139,4121,6,5,89,0,0,1636451250,sdb,0.0,0.0,0.0,0,0
0,0,4864,1045220,975508,2976548,0,0,0,1544,2938,3799,10,6,84,1,0,1636451251,sdb,2.0,0.0,12.0,0,12
0,0,4864,1045252,975508,2976552,0,0,0,464,2911,3170,6,4,90,0,0,1636451252,sdb,3.0,0.0,12.0,0,12
0,0,4864,1044908,975516,2977580,0,0,0,360,2112,2349,6,4,90,0,0,1636451253,sdb,0.0,0.0,0.0,0,0
0,0,4864,1045412,975516,2976548,0,0,0,456,3019,3832,7,4,88,0,0,1636451254,sdb,0.0,0.0,0.0,0,0
0,0,4864,1044876,975516,2977008,0,0,0,608,1949,2400,6,4,91,0,0,1636451255,sdb,0.0,0.0,0.0,0,0
0,0,4864,1044688,975524,2977036,0,0,0,1684,4056,4935,12,7,80,1,0,1636451256,sdb,2.0,0.0,12.0,0,12
0,0,4864,1044860,975524,2976756,0,0,0,304,1799,1801,5,3,92,0,0,1636451257,sdb,0.0,0.0,0.0,0,0
1,0,4864,1044908,975532,2976572,0,0,0,516,2157,2408,7,4,88,0,0,1636451258,sdb,0.0,0.0,0.0,0,0
0,0,4864,1044876,975532,2976576,0,0,0,608,2038,2287,6,4,90,0,0,1636451259,sdb,0.0,0.0,0.0,0,0
0,0,4864,1044972,975532,2977076,0,0,0,456,3252,3960,7,5,88,0,0,1636451260,sdb,0.0,0.0,0.0,0,0
0,0,4864,1044624,975540,2977096,0,0,0,1380,2917,3489,9,6,84,1,0,1636451261,sdb,2.0,0.0,12.0,0,12
0,0,4864,1044592,975540,2976584,0,0,0,608,2863,2958,8,4,87,0,0,1636451262,sdb,0.0,0.0,0.0,0,0
0,0,4864,1044464,975548,2976524,0,0,0,492,2297,2585,6,4,90,0,0,1636451263,sdb,0.0,0.0,0.0,0,0
2,0,4864,1044684,975548,2976588,0,0,0,760,2909,3374,7,5,88,0,0,1636451264,sdb,0.0,0.0,0.0,0,0
0,0,4864,1044400,975548,2976936,0,0,0,456,2641,3004,6,5,89,0,0,1636451265,sdb,0.0,0.0,0.0,0,0
0,0,4864,1044720,975556,2977044,0,0,0,1380,3056,3983,12,6,81,1,0,1636451266,sdb,2.0,0.0,12.0,0,12
0,0,4864,1044956,975556,2976700,0,0,0,352,3353,3525,7,4,89,0,0,1636451267,sdb,1.0,0.0,48.0,0,48
0,0,4864,1046016,975564,2976628,0,0,0,972,2225,2653,8,4,89,0,0,1636451268,sdb,0.0,0.0,0.0,0,0
0,0,4864,1046428,975564,2976972,0,0,0,760,2447,2605,11,5,84,0,0,1636451269,sdb,0.0,0.0,0.0,0,0
3,0,4864,1046256,975564,2978232,0,0,0,560,3077,3822,11,5,85,0,0,1636451270,sdb,0.0,0.0,0.0,0,0
